acronym_,expansion,id,text
UNF,UN Foundation,2384,"In conclusion, the Adviser agreed with the following statement from the 2002 Annual Report on Project Implementation: ""The project has leveraged significant budgetary resources because of the co-financing offered by the UNF and established key partnerships in the public and private sector."
UNF,UN Foundation,2385,"A joint US Department of Energy (DOE)/ UNF project ""Energy Saving in Moscow Medical Academy"" was launched in Moscow (Russian Federation) on 2 October 1999."
UNF,United Nations Foundation,2386,"The Executive Director will interface on a regular basis with the President of the UNF Inc., executive heads of United Nations funds and programmes, specialized agencies and heads of departments in the Secretariat."
UNF,United Nations Foundation,2387,"Funding contributions will be made through the UNF Inc., a public charity that had been established by Mr. Turner."
UNF,United Nations Foundation,2388,"It is anticipated that funding will be through the UNF Inc., a public charity, and, if desired, the United Nations Fund Inc., a private foundation (hereinafter, jointly, the ""Foundations""), and other public and private charitable entities."
UNF,United Nations Foundation,2389,"Further, UNDP has participated in the international conferences for mine action held at Ottawa, Washington, D.C., Geneva, Johannesburg and Karlsruh, Germany; worked with the Geneva Centre and the United Nations Mine Action Service regarding information requirements; and collaborated on a joint submission to the UNF for the conduct of level 1 surveys in mine-affected countries."
UNF,United Nations Foundation,2390,The UNF Inc. has now been formally established and is awaiting submission by the United Nations of project proposals for funding.
UNF,United Nations Foundation,2391,"In addition, UNDP this year has: secured two grants from the UNF Inc. to support the socio-economic reintegration of mine victims, and promote mine awareness in Bosnia and Herzegovina."
CB,Council Chamber,2392,"cess of considering representation on the Security Council, briefly summarized, should be one which first, provides an opportunity for all States to participate on the basis of the sovereign equality of States; secondly, considers all aspects relating to membership of the Security Council without restricting the review to adjustments which would place a few more seats at the table in the Security CB; and thirdly, takes decisions by consensus, so that they will enjoy universal acceptance."
CB,Council Chamber,2393,"We also note with satisfaction the newly established practice of publishing the agenda of informal meetings of the Security Council, which sheds some light, admittedly limited, on the activities for so long carried on in secret in that famous room adjacent to the CB."
CB,Council Chamber,2394,"35.4 As reported to the General Assembly at its forty-seventh session (A/C.5/47/47), alterations and improvements in the Plenary Hall of the General Assembly and the Security CB at New York were required owing to the increase in the number of Member States."
CB,Council Chamber,2395,"Correspondence relating to the Conference may be addressed to the United Nations Secretariat as follows: United Nations Department of Economic and Social Development Physical Infrastructure and Transport Branch Cartography Unit DC1-720 New York, NY 10017 S/Agenda/3257 22 July 1993 ORIGINAL: ENGLISH PROVISIONAL AGENDA FOR THE 3257TH MEETING OF THE SECURITY COUNCIL To be held in the Security CB at Headquarters, on Thursday, 22 July 1993, at 7.40 p.m. 1."
CB,Council Chamber,2396,"In order to undertake alterations and improvements in the General Assembly Hall and the Security CB, the rehabilitation of the structures above the FDR Drive and repair of the dividing wall in the service drive area, the Secretary-General requested the Advisory Committee's concurrence to enter into commitments in the amount of $4,410,000 under the terms of General Assembly resolution 46/187 on unforeseen and extraordinary expenses for the biennium 1992-1993."
CB,Council Chamber,2397,"The meeting rose at 11.05 a.m. ORIGINAL: ENGLISH PROVISIONAL AGENDA FOR THE 3309TH MEETING OF THE SECURITY COUNCIL To be held in the Security CB at Headquarters, on Wednesday, 10 November 1993, at 10 a.m. 1."
CB,Conference Room B,2398,"nti-personnel land-mines sub-mitted under agenda item 70 (General and complete disarma-ment) today, 14 November 1995, at 1 p.m. in Conference Room D. There will be a meeting of co-sponsors of the draft resolution on the ""Prohibition of the production of fissile material for nuclear weapons or other explosive nuclear de-vices"" (A/C.1/50/L.15) today, 14 November 1995, from 2.30 p.m. to 3.30 p.m. in CB. There will be informal consultations on the draft resolution on agenda items 39 (Law of the Sea) and 96 (c)) (Environment and sustainable development: sustainable use and conservation of the marine living resources of the high seas) today, 14 November 1995, at 3 p.m. in Conference Room 6."
CB,Conference Room B,2399,"l meeting between the Special Rapporteur for Cambodia of the Commission on Human Rights, Justice Michael Kirby, with interested delegations on Monday, 21 November 1994, at 9.30 a.m. in Conference Room C. Meetings of co-sponsors There will be a closed meeting of the co-sponsors of draft resolution under agenda item 67 (Question of Antarctica) on Monday, 21 November 1994, from 10 a.m. to 11 a.m. in CB. The co-sponsors of draft resolutions A/C.6/49/L.14 and L.20 will hold informal consultations on agenda item 143 (Convention on jurisdictional immunities of States and their property) on Monday, 21 November 1994, at 11 a.m. in CB. There will be a closed meeting of the co-sponsors of draft resolution A/49/L.2 entitled ""Report of the International Atomic Energy Agenc"
CB,Conference Room B,2400,"lutions A/C.6/49/L.14 and L.20 will hold informal consultations on agenda item 143 (Convention on jurisdictional immunities of States and their property) on Monday, 21 November 1994, at 11 a.m. in CB. There will be a closed meeting of the co-sponsors of draft resolution A/49/L.2 entitled ""Report of the International Atomic Energy Agency"" on Monday, 21 November 1994, at 3.30 p.m. in CB. Tuesday, 22 November 1994 10 a.m. 63rd PLENARY MEETING General Assembly Hall Appointment of members of the Joint Inspection Unit: note by the Secretary-General (A/49/110 and Corr.1) [17 (j)]."
CB,Conference Room B,2401,"AFRICAN GROUP OF THE WHOLE 6 p.m. closed meeting Council Chamber LATIN AMERICAN AND CARIBBEAN GROUP 3 p.m.- Economic and Social Meeting of co-sponsors There will be a closed meeting of the co-sponsors of draft resolution A/49/L.2 entitled ""Report of the International Atomic Energy Agency"" on Monday, 28 November 1994, at 3.30 p.m. in CB. Tuesday, 29 November 1994 3 p.m. 70th PLENARY MEETING General Assembly Hall Question of Palestine: report of the Secretary-General (A/49/636) [40]."
